,potential_V,current_mA,j_mA/mm2,abs_j_mA/mm2,progress
0,-0.6890563,-0.03437628,-0.00022510594150583672,0.00022510594150583672,0.0
1,-0.6880021,-0.03333988,-0.00021831929100797455,0.00021831929100797455,0.0019157088122605363
2,-0.6869339,-0.0324682,-0.00021261127527468963,0.00021261127527468963,0.0038314176245210726
3,-0.6858634,-0.0315776,-0.00020677936584455062,0.00020677936584455062,0.005747126436781609
4,-0.6848071,-0.03076521,-0.00020145959838222118,0.00020145959838222118,0.007662835249042145
5,-0.6837849,-0.0300303,-0.00019664719263407,0.00019664719263407,0.009578544061302681
6,-0.6827441999999999,-0.02929138,-0.00019180852823241011,0.00019180852823241011,0.011494252873563218
7,-0.6816925,-0.02864731,-0.00018759096938818193,0.00018759096938818193,0.013409961685823753
8,-0.6806503,-0.02807652,-0.00018385326942902067,0.00018385326942902067,0.01532567049808429
9,-0.6796226,-0.02745547,-0.00017978645228149335,0.00017978645228149335,0.017241379310344827
10,-0.6785576,-0.0268632,-0.00017590809499630537,0.00017590809499630537,0.019157088122605363
11,-0.6774889000000001,-0.02628674,-0.00017213326621784376,0.00017213326621784376,0.021072796934865898
12,-0.6764791,-0.02572788,-0.00016847368738994408,0.00016847368738994408,0.022988505747126436
13,-0.6754266999999999,-0.02520719,-0.00016506405689232552,0.00016506405689232552,0.02490421455938697
14,-0.6743695,-0.02464251,-0.00016136636700122864,0.00016136636700122864,0.026819923371647507
15,-0.6733437,-0.02415507,-0.0001581744672340751,0.0001581744672340751,0.028735632183908046
16,-0.6723074,-0.02364588,-0.00015484014210188056,0.00015484014210188056,0.03065134099616858
17,-0.6713107,-0.02316816,-0.00015171189173924187,0.00015171189173924187,0.032567049808429116
18,-0.6702680999999999,-0.02270505,-0.0001486793119321549,0.0001486793119321549,0.034482758620689655
19,-0.6692316999999999,-0.02224465,-0.0001456644779981374,0.0001456644779981374,0.036398467432950186
20,-0.6681829,-0.02178255,-0.00014263851196662244,0.00014263851196662244,0.038314176245210725
21,-0.6671135,-0.02135444,-0.00013983512240213017,0.00013983512240213017,0.040229885057471264
22,-0.6660735999999999,-0.02093468,-0.00013708641108122838,0.00013708641108122838,0.042145593869731796
23,-0.6650573000000001,-0.02051532,-0.0001343403190773848,0.0001343403190773848,0.044061302681992334
24,-0.6640108,-0.02009561,-0.0001315919351711153,0.0001315919351711153,0.04597701149425287
25,-0.6629683000000001,-0.01968033,-0.00012887256020126562,0.00012887256020126562,0.047892720306513405
26,-0.661936,-0.01931149,-0.00012645728794187592,0.00012645728794187592,0.04980842911877394
27,-0.6608998,-0.01893596,-0.00012399820760468743,0.00012399820760468743,0.05172413793103448
28,-0.6598528,-0.01852723,-0.00012132172395166617,0.00012132172395166617,0.053639846743295014
29,-0.6588052,-0.01817602,-0.00011902189809161777,0.00011902189809161777,0.05555555555555555
30,-0.6577575,-0.01778048,-0.00011643178641859153,0.00011643178641859153,0.05747126436781609
31,-0.656745,-0.01744805,-0.0001142549374944268,0.0001142549374944268,0.05938697318007662
32,-0.6557018,-0.01709291,-0.00011192937684428132,0.00011192937684428132,0.06130268199233716
33,-0.6546630999999999,-0.01673504,-0.00010958593935521346,0.00010958593935521346,0.0632183908045977
34,-0.6536353,-0.01640802,-0.00010744451669426123,0.00010744451669426123,0.06513409961685823
35,-0.6525807,-0.01607047,-0.00010523414051175123,0.00010523414051175123,0.06704980842911877
36,-0.6515781,-0.01574592,-0.00010310889213363354,0.00010310889213363354,0.06896551724137931
37,-0.6505423,-0.01542689,-0.00010101979033091938,0.00010101979033091938,0.07088122605363985
38,-0.6494748,-0.01509647,-9.885610347497225e-05,9.885610347497225e-05,0.07279693486590037
39,-0.64846,-0.01480697,-9.696037275408155e-05,9.696037275408155e-05,0.07471264367816091
40,-0.6474284,-0.01447743,-9.480244839566251e-05,9.480244839566251e-05,0.07662835249042145
41,-0.646364,-0.01417714,-9.283606159712621e-05,9.283606159712621e-05,0.07854406130268199
42,-0.6453346999999999,-0.01390769,-9.107162414377908e-05,9.107162414377908e-05,0.08045977011494253
43,-0.6442959,-0.01360832,-8.91112617744767e-05,8.91112617744767e-05,0.08237547892720307
44,-0.6432722,-0.01333651,-8.733137035048603e-05,8.733137035048603e-05,0.08429118773946359
45,-0.6422275,-0.01305387,-8.548056091714394e-05,8.548056091714394e-05,0.08620689655172413
46,-0.6411673000000001,-0.01275932,-8.355176131839315e-05,8.355176131839315e-05,0.08812260536398467
47,-0.6401628,-0.01251638,-8.196091910307993e-05,8.196091910307993e-05,0.09003831417624521
48,-0.6391055999999999,-0.01224045,-8.015404871338954e-05,8.015404871338954e-05,0.09195402298850575
49,-0.638059,-0.01196121,-7.832550347504236e-05,7.832550347504236e-05,0.09386973180076628
50,-0.6370475999999999,-0.0117428,-7.689529087832479e-05,7.689529087832479e-05,0.09578544061302681
51,-0.6360062,-0.01147928,-7.516968480036587e-05,7.516968480036587e-05,0.09770114942528735
52,-0.634973,-0.01123154,-7.354741078035392e-05,7.354741078035392e-05,0.09961685823754789
53,-0.6339395999999999,-0.01100464,-7.206160317907553e-05,7.206160317907553e-05,0.10153256704980843
54,-0.6329148,-0.01076381,-7.048457786124445e-05,7.048457786124445e-05,0.10344827586206896
