,potential_V,current_A,j_A/mm2,abs_j_A/mm2,progress,renorm_potential_V
2712,1.760792,0.1147472,0.0006935298975404945,0.0006935298975404945,0.6861128725428028,0.03767300000000029
2713,1.759681,0.1134295,0.0006855657437660311,0.0006855657437660311,0.686429930247305,0.03878400000000015
2714,1.758545,0.1121586,0.00067788444830275,0.00067788444830275,0.6867469879518072,0.03992000000000018
2715,1.757426,0.1108368,0.000669895514206153,0.000669895514206153,0.6870640456563094,0.04103900000000027
2716,1.7563090000000001,0.10961199999999999,0.0006624928462673484,0.0006624928462673484,0.6873811033608117,0.04215600000000008
2717,1.7551330000000003,0.10833469999999999,0.0006547728693256149,0.0006547728693256149,0.6876981610653139,0.043331999999999926
2718,1.754041,0.1070357,0.0006469217379960043,0.0006469217379960043,0.6880152187698161,0.04442400000000024
2719,1.752859,0.10575910000000001,0.0006392059918409766,0.0006392059918409766,0.6883322764743183,0.04560600000000026
2720,1.751766,0.1045094,0.0006316528287750687,0.0006316528287750687,0.6886493341788206,0.04669900000000027
2721,1.7506220000000001,0.10324160000000002,0.0006239902696529129,0.0006239902696529129,0.6889663918833228,0.04784300000000008
2722,1.7495049999999999,0.1020048,0.0006165150739420103,0.0006165150739420103,0.689283449587825,0.04896000000000034
2723,1.7484119999999999,0.10074910000000001,0.0006089256469900533,0.0006089256469900533,0.6896005072923272,0.05005300000000035
2724,1.74727,0.09950347,0.0006013970829268485,0.0006013970829268485,0.6899175649968294,0.0511950000000001
2725,1.7461229999999999,0.09828356,0.0005940239700551739,0.0005940239700551739,0.6902346227013316,0.05234200000000033
2726,1.74499,0.09708474,0.0005867783247429615,0.0005867783247429615,0.6905516804058338,0.05347500000000016
2727,1.7438490000000002,0.09587916,0.000579491822119134,0.000579491822119134,0.6908687381103361,0.054616
2728,1.7427759999999999,0.09467995,0.0005722438196543283,0.0005722438196543283,0.6911857958148383,0.05568900000000032
2729,1.7416669999999999,0.09347847,0.0005649820973526342,0.0005649820973526342,0.6915028535193405,0.05679800000000035
2730,1.740534,0.09229252,0.000557814238075997,0.000557814238075997,0.6918199112238428,0.05793100000000018
2731,1.739398,0.09112368,0.0005507497913144095,0.0005507497913144095,0.692136968928345,0.0590670000000002
2732,1.738314,0.08995035,0.0005436582070780954,0.0005436582070780954,0.6924540266328472,0.06015100000000029
2733,1.737184,0.08881103,0.0005367721786358689,0.0005367721786358689,0.6927710843373494,0.06128100000000014
2734,1.7360650000000002,0.08764738,0.0005297391001357138,0.0005297391001357138,0.6930881420418517,0.06240000000000001
2735,1.7349919999999999,0.08651161,0.0005228745278260666,0.0005228745278260666,0.6934051997463538,0.06347300000000033
2736,1.7338490000000002,0.08538922,0.0005160908239823085,0.0005160908239823085,0.693722257450856,0.064616
2737,1.732761,0.08428808,0.000509435554734974,0.000509435554734974,0.6940393151553583,0.0657040000000002
2738,1.7316310000000001,0.08318837,0.0005027889283804811,0.0005027889283804811,0.6943563728598605,0.06683400000000006
2739,1.730505,0.08208405,0.0004961144392735407,0.0004961144392735407,0.6946734305643627,0.06796000000000024
2740,1.729439,0.08097928,0.0004894372303751466,0.0004894372303751466,0.6949904882688649,0.06902600000000025
2741,1.728276,0.07988487,0.000482822637119997,0.000482822637119997,0.6953075459733672,0.07018900000000028
2742,1.7272169999999998,0.07878945,0.00047620193944402923,0.00047620193944402923,0.6956246036778694,0.07124800000000042
2743,1.7261009999999999,0.0777261,0.0004697750722389935,0.0004697750722389935,0.6959416613823716,0.07236400000000032
2744,1.724998,0.07664104,0.0004632169902062703,0.0004632169902062703,0.6962587190868738,0.07346700000000017
2745,1.723905,0.07558805,0.0004568527386444792,0.0004568527386444792,0.6965757767913761,0.07456000000000018
2746,1.7227669999999997,0.07454867,0.0004505707456642091,0.0004505707456642091,0.6968928344958782,0.07569800000000049
2747,1.7216919999999998,0.0734976,0.0004442180985459536,0.0004442180985459536,0.6972098922003804,0.07677300000000042
2748,1.720596,0.07247985,0.00043806683687489027,0.00043806683687489027,0.6975269499048827,0.07786900000000019
2749,1.7194900000000002,0.07146428,0.0004319287510824248,0.0004319287510824248,0.6978440076093849,0.07897500000000002
2750,1.718406,0.07046675,0.0004258996987073466,0.0004258996987073466,0.6981610653138871,0.0800590000000001
2751,1.7173200000000002,0.06947573,0.0004199099926486316,0.0004199099926486316,0.6984781230183893,0.08114500000000002
2752,1.716214,0.06848979,0.0004139509900134381,0.0004139509900134381,0.6987951807228916,0.0822510000000003
2753,1.7151310000000002,0.06750444,0.00040799555332703943,0.00040799555332703943,0.6991122384273938,0.08333400000000002
2754,1.714032,0.06654726,0.00040221037558564084,0.00040221037558564084,0.699429296131896,0.0844330000000002
2755,1.712906,0.06560129,0.0003964929508713439,0.0003964929508713439,0.6997463538363983,0.08555900000000016
2756,1.711815,0.06465925,0.00039079927900240895,0.00039079927900240895,0.7000634115409005,0.08665000000000012
2757,1.7107569999999999,0.06371853,0.0003851135851884048,0.0003851135851884048,0.7003804692454026,0.08770800000000034
2758,1.709638,0.06281973,0.0003796812550582631,0.0003796812550582631,0.7006975269499048,0.08882700000000021
2759,1.708532,0.06190737,0.0003741669685456507,0.0003741669685456507,0.7010145846544071,0.08993300000000026
2760,1.7074630000000002,0.0610172,0.00036878679797160943,0.00036878679797160943,0.7013316423589093,0.09100200000000003
2761,1.706382,0.06012487,0.00036339357239859054,0.00036339357239859054,0.7016487000634115,0.09208300000000014
2762,1.705287,0.05924523,0.00035807704494456537,0.00035807704494456537,0.7019657577679138,0.0931780000000002
2763,1.704188,0.05838474,0.0003528762597268466,0.0003528762597268466,0.702282815472416,0.09427700000000017
2764,1.70315,0.05753138,0.00034771856809371606,0.00034771856809371606,0.7025998731769182,0.09531500000000026
2765,1.702017,0.05668757,0.0003426185964792135,0.0003426185964792135,0.7029169308814204,0.09644800000000031
2766,1.7009509999999999,0.05585506,0.00033758692185010327,0.00033758692185010327,0.7032339885859227,0.09751400000000032
2767,1.69986,0.05503194,0.0003326120002026598,0.0003326120002026598,0.7035510462904249,0.09860500000000028
2768,1.6988029999999998,0.05421608,0.00032768095785733556,0.00032768095785733556,0.703868103994927,0.09966200000000036
2769,1.697728,0.05342852,0.0003229209601745425,0.0003229209601745425,0.7041851616994292,0.1007370000000003
2770,1.6966860000000001,0.05264652,0.00031819456702615487,0.00031819456702615487,0.7045022194039315,0.10177900000000006
2771,1.695559,0.05187316,0.0003135203938736778,0.0003135203938736778,0.7048192771084337,0.10290600000000016
2772,1.694482,0.05110494,0.0003088772867835827,0.0003088772867835827,0.7051363348129359,0.10398300000000016
2773,1.693396,0.05035069,0.0003043186141081717,0.0003043186141081717,0.7054533925174382,0.1050690000000003
2774,1.692332,0.04960298,0.00029979946906855413,0.00029979946906855413,0.7057704502219404,0.10613300000000025
2775,1.691256,0.04886342,0.00029532958247415316,0.00029532958247415316,0.7060875079264426,0.10720900000000011
2776,1.6901669999999998,0.04813984,0.0002909562786962628,0.0002909562786962628,0.7064045656309448,0.10829800000000045
2777,1.689111,0.04742125,0.00028661313438360306,0.00028661313438360306,0.7067216233354471,0.10935400000000017
2778,1.688047,0.04671281,0.00028233133647817625,0.00028233133647817625,0.7070386810399493,0.11041800000000013
2779,1.687011,0.04602985,0.0002782035392088376,0.0002782035392088376,0.7073557387444515,0.11145400000000016
2780,1.6859009999999999,0.04535285,0.0002741117640663076,0.0002741117640663076,0.7076727964489538,0.11256400000000033
2781,1.6848349999999999,0.04467996,0.0002700448296857212,0.0002700448296857212,0.7079898541534559,0.11363000000000034
2782,1.6837490000000002,0.04402363,0.0002660779836306301,0.0002660779836306301,0.7083069118579581,0.11471600000000004
2783,1.682707,0.04337905,0.000262182154352385,0.000262182154352385,0.7086239695624603,0.11575800000000025
2784,1.6816509999999998,0.0427385,0.00025831068231760274,0.00025831068231760274,0.7089410272669626,0.11681400000000042
2785,1.680547,0.04211563,0.0002545460678670449,0.0002545460678670449,0.7092580849714648,0.11791800000000019
2786,1.679529,0.04149593,0.000250800612836283,0.000250800612836283,0.709575142675967,0.11893600000000015
2787,1.678435,0.04089402,0.0002471626802276564,0.0002471626802276564,0.7098922003804693,0.1200300000000003
2788,1.677417,0.04030168,0.00024358258851727796,0.00024358258851727796,0.7102092580849715,0.12104800000000027
2789,1.676362,0.03972146,0.00024007574985671851,0.00024007574985671851,0.7105263157894737,0.1221030000000003
2790,1.6752939999999998,0.03914298,0.0002365794277231133,0.0002365794277231133,0.7108433734939759,0.12317100000000036
2791,1.67428,0.03857562,0.0002331503146583189,0.0002331503146583189,0.7111604311984782,0.12418500000000021
2792,1.6732200000000002,0.03803368,0.00022987483959075215,0.00022987483959075215,0.7114774889029803,0.12524500000000005
2793,1.672177,0.03748841,0.0002265792380664282,0.0002265792380664282,0.7117945466074825,0.12628800000000018
2794,1.671098,0.03696976,0.00022344452731654167,0.00022344452731654167,0.7121116043119847,0.12736700000000023
2795,1.6700409999999999,0.03644938,0.00022029936047951107,0.00022029936047951107,0.712428662016487,0.12842400000000032
2796,1.668979,0.0359433,0.0002172406225708972,0.0002172406225708972,0.7127457197209892,0.1294860000000002
2797,1.6679599999999999,0.03544517,0.0002142299343112983,0.0002142299343112983,0.7130627774254914,0.13050500000000032
2798,1.666934,0.0349467,0.00021121719109815662,0.00021121719109815662,0.7133798351299937,0.1315310000000003
