,potential_V,current_mA,j_mA/mm2,abs_j_mA/mm2,progress
7,-0.5231563,-0.0002611331,-1.626460648927328e-06,1.626460648927328e-06,0.008111239860950173
8,-0.5230300999999999,-0.0002596942,-1.617498498101785e-06,1.617498498101785e-06,0.009269988412514484
9,-0.5229031,-0.0002583724,-1.6092657015480271e-06,1.6092657015480271e-06,0.010428736964078795
10,-0.5227782999999999,-0.0002574756,-1.6036800063222667e-06,1.6036800063222667e-06,0.011587485515643106
11,-0.5226668999999999,-0.0002559206,-1.5939947296986522e-06,1.5939947296986522e-06,0.012746234067207415
12,-0.5225568,-0.0002546191,-1.5858883711612668e-06,1.5858883711612668e-06,0.013904982618771726
13,-0.5224555000000001,-0.0002531657,-1.5768359074668865e-06,1.5768359074668865e-06,0.015063731170336037
14,-0.5223608000000001,-0.0002516786,-1.5675735442083803e-06,1.5675735442083803e-06,0.016222479721900347
15,-0.5222113,-0.0002502078,-1.558412705071395e-06,1.558412705071395e-06,0.01738122827346466
16,-0.5221339,-0.0002488503,-1.549957552006085e-06,1.549957552006085e-06,0.01853997682502897
17,-0.5220081,-0.000247537,-1.541777697478887e-06,1.541777697478887e-06,0.019698725376593278
18,-0.5218902,-0.0002461951,-1.5334197086034988e-06,1.5334197086034988e-06,0.02085747392815759
19,-0.5217719,-0.00024463130000000003,-1.5236796214112108e-06,1.5236796214112108e-06,0.0220162224797219
20,-0.5216648,-0.0002433625,-1.5157769339642384e-06,1.5157769339642384e-06,0.023174971031286212
21,-0.5215224,-0.0002417772,-1.5059029345871218e-06,1.5059029345871218e-06,0.02433371958285052
22,-0.5214278,-0.0002407389,-1.4994359103309811e-06,1.4994359103309811e-06,0.02549246813441483
23,-0.5213215,-0.00023945139999999998,-1.4914167504255765e-06,1.4914167504255765e-06,0.026651216685979143
24,-0.5212281,-0.0002383151,-1.4843393357455681e-06,1.4843393357455681e-06,0.027809965237543453
25,-0.5211005999999999,-0.0002368594,-1.475272546561648e-06,1.475272546561648e-06,0.028968713789107762
26,-0.5209542,-0.000235595,-1.4673972643990126e-06,1.4673972643990126e-06,0.030127462340672075
27,-0.5208547,-0.000234185,-1.4586151164637737e-06,1.4586151164637737e-06,0.031286210892236384
28,-0.5207436,-0.00023308419999999998,-1.4517588126005744e-06,1.4517588126005744e-06,0.03244495944380069
29,-0.5206565,-0.00023160439999999997,-1.4425419172001726e-06,1.4425419172001726e-06,0.033603707995365
30,-0.5205201,-0.000230338,-1.4346541780901112e-06,1.4346541780901112e-06,0.03476245654692932
31,-0.5203928,-0.00022896619999999998,-1.4261099578507063e-06,1.4261099578507063e-06,0.03592120509849363
32,-0.5202679,-0.00022764889999999998,-1.4179051894286566e-06,1.4179051894286566e-06,0.03707995365005794
33,-0.5201745,-0.0002263503,-1.4098168934650389e-06,1.4098168934650389e-06,0.038238702201622246
34,-0.5200427,-0.00022516900000000003,-1.4024591974679485e-06,1.4024591974679485e-06,0.039397450753186555
35,-0.5199574,-0.00022403590000000001,-1.3954017139038212e-06,1.3954017139038212e-06,0.04055619930475087
36,-0.5198441,-0.0002228007,-1.3877083031736034e-06,1.3877083031736034e-06,0.04171494785631518
37,-0.5197429,-0.0002215952,-1.38019987811266e-06,1.38019987811266e-06,0.04287369640787949
38,-0.5195835999999999,-0.0002201946,-1.3714762778303224e-06,1.3714762778303224e-06,0.0440324449594438
39,-0.5194973,-0.00021879490000000003,-1.362758283174327e-06,1.362758283174327e-06,0.04519119351100811
40,-0.5193608000000001,-0.000217388,-1.353995443507598e-06,1.353995443507598e-06,0.046349942062572425
41,-0.5192730999999999,-0.00021609479999999998,-1.3459407813020298e-06,1.3459407813020298e-06,0.047508690614136734
42,-0.5191723,-0.00021488020000000002,-1.3383756771302988e-06,1.3383756771302988e-06,0.04866743916570104
43,-0.5190465999999999,-0.00021364439999999998,-1.330678529315853e-06,1.330678529315853e-06,0.04982618771726535
44,-0.5189017,-0.0002123239,-1.322453829777922e-06,1.322453829777922e-06,0.05098493626882966
45,-0.518818,-0.0002111467,-1.3151216705230544e-06,1.3151216705230544e-06,0.05214368482039397
46,-0.5187198000000001,-0.0002096911,-1.3060555041865057e-06,1.3060555041865057e-06,0.05330243337195829
47,-0.5185885,-0.00020886169999999999,-1.300889608088997e-06,1.300889608088997e-06,0.054461181923522596
48,-0.5184398,-0.0002075177,-1.2925185394188118e-06,1.2925185394188118e-06,0.055619930475086905
49,-0.5183685,-0.0002062673,-1.2847304558881575e-06,1.2847304558881575e-06,0.056778679026651215
50,-0.5182573,-0.000205101,-1.2774661869967608e-06,1.2774661869967608e-06,0.057937427578215524
51,-0.5181140000000001,-0.00020343740000000003,-1.2671044981279218e-06,1.2671044981279218e-06,0.05909617612977984
52,-0.5180129,-0.0002024473,-1.2609376863047442e-06,1.2609376863047442e-06,0.06025492468134415
53,-0.5179020999999999,-0.00020063759999999997,-1.249666017426445e-06,1.249666017426445e-06,0.06141367323290846
54,-0.5178170999999999,-0.00019989959999999998,-1.2450694038262987e-06,1.2450694038262987e-06,0.06257242178447277
55,-0.5176849,-0.00019859349999999998,-1.2369343943098339e-06,1.2369343943098339e-06,0.06373117033603708
56,-0.5175618,-0.00019752380000000001,-1.230271795979107e-06,1.230271795979107e-06,0.06488991888760139
57,-0.5174375,-0.00019629560000000002,-1.2226219845648798e-06,1.2226219845648798e-06,0.0660486674391657
58,-0.5173517,-0.0001953307,-1.2166121302792683e-06,1.2166121302792683e-06,0.06720741599073
59,-0.5172279000000001,-0.000193946,-1.2079875627289666e-06,1.2079875627289666e-06,0.06836616454229433
60,-0.5171394,-0.0001927128,-1.2003066089461748e-06,1.2003066089461748e-06,0.06952491309385864
61,-0.5170145,-0.0001917984,-1.1946112925830666e-06,1.1946112925830666e-06,0.07068366164542295
62,-0.5169057,-0.00019019770000000002,-1.184641374710771e-06,1.184641374710771e-06,0.07184241019698726
63,-0.516754,-0.00018843389999999998,-1.1736555927758955e-06,1.1736555927758955e-06,0.07300115874855156
64,-0.5166476999999999,-0.000187264,-1.1663689013791325e-06,1.1663689013791325e-06,0.07415990730011587
65,-0.516563,-0.0001859106,-1.1579392850560457e-06,1.1579392850560457e-06,0.07531865585168018
66,-0.5164340999999999,-0.00018445740000000001,-1.148888067056408e-06,1.148888067056408e-06,0.07647740440324449
67,-0.5163077,-0.0001828896,-1.1391230659692678e-06,1.1391230659692678e-06,0.0776361529548088
68,-0.5162054,-0.0001815296,-1.1306523417196757e-06,1.1306523417196757e-06,0.07879490150637311
69,-0.5161299,-0.0001802475,-1.1226668155723214e-06,1.1226668155723214e-06,0.07995365005793742
70,-0.5160108,-0.0001788477,-1.1139481980689544e-06,1.1139481980689544e-06,0.08111239860950174
