,potential_V,current_A,j_A/mm2,abs_j_A/mm2,progress
0,-0.6849409000000001,-0.03325185,-0.00021774284480638556,0.00021774284480638556,0.0
1,-0.6848111,-0.0327512,-0.00021446444209338413,0.00021446444209338413,0.001694915254237288
2,-0.6845806999999999,-0.03233064,-0.00021171049213836588,0.00021171049213836588,0.003389830508474576
3,-0.6835051999999999,-0.03154621,-0.00020657381493840638,0.00020657381493840638,0.005084745762711864
4,-0.6824479999999999,-0.03078697,-0.00020160208923018864,0.00020160208923018864,0.006779661016949152
5,-0.6814178000000001,-0.03007054,-0.00019691069593012747,0.00019691069593012747,0.00847457627118644
6,-0.6803803,-0.02939527,-0.00019248883035535773,0.00019248883035535773,0.010169491525423728
7,-0.6793285,-0.02875395,-0.00018828927931590484,0.00018828927931590484,0.011864406779661017
8,-0.6782486,-0.02813324,-0.00018422468858787704,0.00018422468858787704,0.013559322033898305
9,-0.6772216999999999,-0.02750166,-0.00018008891791879193,0.00018008891791879193,0.015254237288135592
10,-0.6761458,-0.02693214,-0.00017635953429129053,0.00017635953429129053,0.01694915254237288
11,-0.6751079000000001,-0.02640751,-0.00017292410352064846,0.00017292410352064846,0.01864406779661017
12,-0.674041,-0.02587617,-0.0001694447337063547,0.0001694447337063547,0.020338983050847456
13,-0.6730108,-0.0253395,-0.00016593046149226005,0.00016593046149226005,0.022033898305084745
14,-0.6720007,-0.0248488,-0.00016271721429108197,0.00016271721429108197,0.023728813559322035
15,-0.6709725000000001,-0.02434293,-0.00015940462949047066,0.00015940462949047066,0.02542372881355932
16,-0.6699505,-0.02388578,-0.00015641107750755126,0.00015641107750755126,0.02711864406779661
17,-0.6689271,-0.02334926,-0.00015289778753735346,0.00015289778753735346,0.0288135593220339
18,-0.6678677,-0.02292425,-0.00015011469768006245,0.00015011469768006245,0.030508474576271184
19,-0.6668459,-0.0224958,-0.0001473090816960707,0.0001473090816960707,0.03220338983050847
20,-0.6657523,-0.02202753,-0.0001442427126989326,0.0001442427126989326,0.03389830508474576
21,-0.6647416,-0.02159963,-0.00014144069827589593,0.00014144069827589593,0.03559322033898305
22,-0.6636989999999999,-0.02118717,-0.00013873978949130675,0.00013873978949130675,0.03728813559322034
23,-0.6626637,-0.02076791,-0.00013599435231672773,0.00013599435231672773,0.03898305084745762
24,-0.6616283000000001,-0.02035803,-0.0001333103381271641,0.0001333103381271641,0.04067796610169491
25,-0.6605776,-0.01993358,-0.0001305309153137546,0.0001305309153137546,0.0423728813559322
26,-0.6595293000000001,-0.01957811,-0.0001282031937270361,0.0001282031937270361,0.04406779661016949
27,-0.6584800999999999,-0.01919957,-0.00012572440302898444,0.00012572440302898444,0.04576271186440678
28,-0.657451,-0.01882194,-0.00012325157127724022,0.00012325157127724022,0.04745762711864407
29,-0.6564565,-0.01841973,-0.00012061778249226807,0.00012061778249226807,0.04915254237288135
30,-0.6553828,-0.01809092,-0.0001184646383874803,0.0001184646383874803,0.05084745762711864
31,-0.6543348000000001,-0.01773143,-0.00011611059266432662,0.00011611059266432662,0.05254237288135593
32,-0.6533264,-0.01735612,-0.00011365295295152013,0.00011365295295152013,0.05423728813559322
33,-0.6522889000000001,-0.0170157,-0.00011142378316911736,0.00011142378316911736,0.05593220338983051
34,-0.6512529,-0.01667151,-0.0001091699263234408,0.0001091699263234408,0.0576271186440678
35,-0.6502047,-0.01634469,-0.00010702981332101768,0.00010702981332101768,0.059322033898305086
36,-0.6491848000000001,-0.01603389,-0.0001049946039667765,0.0001049946039667765,0.06101694915254237
37,-0.6481009,-0.01569263,-0.00010275993361855146,0.00010275993361855146,0.06271186440677966
38,-0.647094,-0.0153894,-0.0001007742948396372,0.0001007742948396372,0.06440677966101695
39,-0.6460642,-0.01507259,-9.869973024659618e-05,9.869973024659618e-05,0.06610169491525424
40,-0.6449875,-0.01474685,-9.656668940023027e-05,9.656668940023027e-05,0.06779661016949153
41,-0.643975,-0.01448334,-9.48411488051978e-05,9.48411488051978e-05,0.06949152542372881
42,-0.6429316999999999,-0.01417712,-9.28359306312733e-05,9.28359306312733e-05,0.0711864406779661
43,-0.641907,-0.01391245,-9.110279401677197e-05,9.110279401677197e-05,0.07288135593220339
44,-0.6408254,-0.01361099,-8.912874571584035e-05,8.912874571584035e-05,0.07457627118644068
45,-0.6397813,-0.01332477,-8.725449339482713e-05,8.725449339482713e-05,0.07627118644067796
46,-0.638756,-0.01304503,-8.542267401015716e-05,8.542267401015716e-05,0.07796610169491525
47,-0.6377404999999999,-0.01279122,-8.376065185378664e-05,8.376065185378664e-05,0.07966101694915254
48,-0.6366857,-0.01253917,-8.211015469247233e-05,8.211015469247233e-05,0.08135593220338982
49,-0.6357035,-0.01227447,-8.037682162919163e-05,8.037682162919163e-05,0.08305084745762711
50,-0.6346538,-0.01202987,-7.877510924808675e-05,7.877510924808675e-05,0.0847457627118644
