,potential_V,current_A,j_A/mm2,abs_j_A/mm2,progress
467,-0.4900710999999999,0.0003300149,2.0554891295270005e-06,2.0554891295270005e-06,0.6857562408223201
468,-0.49111579999999994,0.0003127837,1.9481650532846683e-06,1.9481650532846683e-06,0.6872246696035242
469,-0.4921304,0.0002955126,1.84059246094119e-06,1.84059246094119e-06,0.6886930983847283
470,-0.49309659999999994,0.00027830060000000003,1.7333879713941463e-06,1.7333879713941463e-06,0.6901615271659324
471,-0.4941099,0.0002611797,1.6267508958023508e-06,1.6267508958023508e-06,0.6916299559471365
472,-0.4951339,0.0002442286,1.5211714150470117e-06,1.5211714150470117e-06,0.6930983847283406
473,-0.4961758,0.0002274331,1.4165610848014054e-06,1.4165610848014054e-06,0.6945668135095447
474,-0.4971407,0.0002106474,1.3120117935981859e-06,1.3120117935981859e-06,0.6960352422907489
475,-0.4981746,0.00019397919999999998,1.208194348056236e-06,1.208194348056236e-06,0.697503671071953
476,-0.4991633,0.00017719,1.1036232571950214e-06,1.1036232571950214e-06,0.6989720998531571
477,-0.5001907,0.0001604116,9.991194338499063e-07,9.991194338499063e-07,0.7004405286343612
478,-0.501195,0.0001436907,8.949737477432849e-07,8.949737477432849e-07,0.7019089574155654
479,-0.5021746,0.0001269596,7.907645312047916e-07,7.907645312047916e-07,0.7033773861967694
480,-0.5032175,0.0001101659,6.861654122118686e-07,6.861654122118686e-07,0.7048458149779735
481,-0.5042041,9.342466999999998e-05,5.818931012346632e-07,5.818931012346632e-07,0.7063142437591776
482,-0.5052164000000001,7.674671e-05,4.780148657892754e-07,4.780148657892754e-07,0.7077826725403817
483,-0.506219,5.983545e-05,3.7268352742665977e-07,3.7268352742665977e-07,0.7092511013215859
484,-0.5071749,4.2980370000000004e-05,2.6770210471723675e-07,2.6770210471723675e-07,0.71071953010279
485,-0.5081561,2.617519e-05,1.6303148284608922e-07,1.6303148284608922e-07,0.7121879588839941
486,-0.5091386999999999,9.336641e-06,5.815302303561477e-08,5.815302303561477e-08,0.7136563876651982
487,-0.5101882999999999,-7.968436e-06,-4.963119415920801e-08,4.963119415920801e-08,0.7151248164464024
488,-0.5111858,-2.522364e-05,-1.5710477868454555e-07,1.5710477868454555e-07,0.7165932452276064
489,-0.5121614999999999,-4.23687e-05,-2.6389233420124556e-07,2.6389233420124556e-07,0.7180616740088105
490,-0.5132031,-5.960182e-05,-3.712283691131066e-07,3.712283691131066e-07,0.7195301027900146
491,-0.5142192,-7.723270999999999e-05,-4.81041904013762e-07,4.81041904013762e-07,0.7209985315712187
492,-0.5152310999999999,-9.493315999999999e-05,-5.912886915458891e-07,5.912886915458891e-07,0.7224669603524229
493,-0.5162336,-0.0001128085,-7.026247768456717e-07,7.026247768456717e-07,0.723935389133627
494,-0.5171909,-0.0001308726,-8.151365488435078e-07,8.151365488435078e-07,0.7254038179148311
495,-0.5181916,-0.0001490853,-9.285738720350861e-07,9.285738720350861e-07,0.7268722466960352
496,-0.5191960999999999,-0.0001672997,-1.0420217836319764e-06,1.0420217836319764e-06,0.7283406754772394
497,-0.5201978,-0.0001858837,-1.1577717391131677e-06,1.1577717391131677e-06,0.7298091042584435
498,-0.5212270999999999,-0.0002045175,-1.2738318725852631e-06,1.2738318725852631e-06,0.7312775330396475
499,-0.5222249,-0.00022382490000000003,-1.394087505950392e-06,1.394087505950392e-06,0.7327459618208516
500,-0.5232399,-0.0002428622,-1.5126608285656568e-06,1.5126608285656568e-06,0.7342143906020557
501,-0.5242769,-0.00026221700000000003,-1.6332116915847787e-06,1.6332116915847787e-06,0.7356828193832599
502,-0.5252739000000001,-0.0002817307,-1.7547522590768859e-06,1.7547522590768859e-06,0.737151248164464
503,-0.5262819000000001,-0.0003016615,-1.8788907229546584e-06,1.8788907229546584e-06,0.7386196769456681
504,-0.5272953,-0.00032177,-2.0041359866112197e-06,2.0041359866112197e-06,0.7400881057268722
505,-0.5282302,-0.0003427278,-2.134671092992177e-06,2.134671092992177e-06,0.7415565345080763
