,potential_V,current_mA,j_mA/mm2,abs_j_mA/mm2,progress
292,-0.3856458,0.009970774,6.529154605477724e-05,6.529154605477724e-05,0.4949152542372881
293,-0.3861768,0.01050666,6.880068440743775e-05,6.880068440743775e-05,0.4966101694915254
294,-0.3871806,0.01083437,7.094662539031542e-05,7.094662539031542e-05,0.4983050847457627
295,-0.3881771,0.01109423,7.264826471719158e-05,7.264826471719158e-05,0.5
296,-0.3892299,0.01129819,7.398385448518075e-05,7.398385448518075e-05,0.5016949152542373
297,-0.39023579999999997,0.0114353,7.488169088981398e-05,7.488169088981398e-05,0.5033898305084745
298,-0.3912525,0.01153545,7.553750239826717e-05,7.553750239826717e-05,0.5050847457627119
299,-0.39222870000000004,0.01158066,7.58335507087731e-05,7.58335507087731e-05,0.5067796610169492
300,-0.3932426,0.01159023,7.589621786939115e-05,7.589621786939115e-05,0.5084745762711864
301,-0.3942312,0.01156187,7.571050828996297e-05,7.571050828996297e-05,0.5101694915254237
302,-0.3952204,0.01149829,7.529416784355802e-05,7.529416784355802e-05,0.511864406779661
303,-0.39623959999999997,0.01139624,7.462591457907827e-05,7.462591457907827e-05,0.5135593220338983
304,-0.39728179999999996,0.01127234,7.381458112029293e-05,7.381458112029293e-05,0.5152542372881356
305,-0.3982728,0.01112159,7.282742600397422e-05,7.282742600397422e-05,0.5169491525423728
306,-0.39931940000000005,0.01095425,7.173163471266559e-05,7.173163471266559e-05,0.5186440677966102
307,-0.4002873,0.0107637,7.048385754905342e-05,7.048385754905342e-05,0.5203389830508475
308,-0.4013104,0.01056056,6.915363738103363e-05,6.915363738103363e-05,0.5220338983050847
309,-0.4023245,0.01034397,6.7735342676931e-05,6.7735342676931e-05,0.523728813559322
310,-0.4033547,0.0101181,6.625627981707753e-05,6.625627981707753e-05,0.5254237288135593
311,-0.40432870000000004,0.009884564,6.472701774580319e-05,6.472701774580319e-05,0.5271186440677966
312,-0.405317,0.009644288,6.315362018209774e-05,6.315362018209774e-05,0.5288135593220339
313,-0.40635820000000006,0.009398976,6.154724541662922e-05,6.154724541662922e-05,0.5305084745762711
314,-0.40735520000000003,0.00914986,5.991596094593699e-05,5.991596094593699e-05,0.5322033898305084
315,-0.40836100000000003,0.008898948,5.827291574165333e-05,5.827291574165333e-05,0.5338983050847458
316,-0.4093594,0.008650491,5.664594659581452e-05,5.664594659581452e-05,0.535593220338983
317,-0.41040340000000003,0.008394667,5.497073617805584e-05,5.497073617805584e-05,0.5372881355932203
318,-0.4113808,0.008140111,5.3303828995371746e-05,5.3303828995371746e-05,0.5389830508474576
319,-0.4123866,0.007888004,5.1652958581376635e-05,5.1652958581376635e-05,0.5406779661016949
320,-0.4134032999999999,0.0076413919999999995,5.0038071035468887e-05,5.0038071035468887e-05,0.5423728813559322
321,-0.414443,0.007395631999999999,4.842876263489516e-05,4.842876263489516e-05,0.5440677966101695
322,-0.41545379999999993,0.007154181,4.684767082733118e-05,4.684767082733118e-05,0.5457627118644067
323,-0.41645109999999996,0.006913493000000001,4.5271575367055765e-05,4.5271575367055765e-05,0.5474576271186441
324,-0.41745070000000006,0.0066746240000000005,4.3707391251102615e-05,4.3707391251102615e-05,0.5491525423728814
325,-0.4184495,0.006439694,4.2169000859880346e-05,4.2169000859880346e-05,0.5508474576271186
326,-0.4194973,0.006210373000000001,4.0667339842107054e-05,4.0667339842107054e-05,0.5525423728813559
327,-0.4204494000000001,0.005988146,3.921213241236137e-05,3.921213241236137e-05,0.5542372881355933
328,-0.4214844,0.005772790999999999,3.780192484967601e-05,3.780192484967601e-05,0.5559322033898305
329,-0.42251049999999996,0.00556087,3.641420412393552e-05,3.641420412393552e-05,0.5576271186440678
330,-0.42351170000000005,0.0053503,3.5035330141559184e-05,3.5035330141559184e-05,0.559322033898305
331,-0.42449929999999997,0.00514192,3.3670796920076636e-05,3.3670796920076636e-05,0.5610169491525424
332,-0.4255041,0.004943598,3.2372126426023155e-05,3.2372126426023155e-05,0.5627118644067797
333,-0.42649929999999997,0.004751740999999999,3.1115790643923246e-05,3.1115790643923246e-05,0.5644067796610169
334,-0.42750109999999997,0.004566499,2.990277181767375e-05,2.990277181767375e-05,0.5661016949152542
335,-0.4285594,0.004386623,2.8724891129760344e-05,2.8724891129760344e-05,0.5677966101694915
