reaction,phi0,j0,a0,rho_lim,phi_pass,alpha_pass,rho_pass
hydrogen_reduction,-0.3477551448008903,-3.7934974574434835e-07,-20.117140444702486,321.0025779479683,-0.4,0,0.0
iron_oxidation,-0.4695250329765707,1.497650552376211e-08,64.4911816047063,2157.3187077520124,-0.1643291199589988,5187.386237287879,0.0
iron_ox_passivation,-0.4695250329765707,1.497650552376211e-08,64.4911816047063,2157.3187077520124,-0.1643291199589988,5187.386237287879,5945.620688792092
cl_pitting,0.3928253849579991,8.80233398134696e-05,47.60333139926881,98.36964490218418,0.4,0,0.0
