,potential_V,current_A,j_A/mm2,abs_j_mA/mm2,progress,renorm_potential_V
1877,0.3372097,0.106956,0.0007588252956981188,0.0007588252956981188,0.7108057464084947,0.1880981
1878,0.3361883,0.1067998,0.0007577170968949845,0.0007577170968949845,0.7114303560274828,0.1891195
1879,0.3351969,0.1065115,0.0007556716825867664,0.0007556716825867664,0.7120549656464709,0.19011089999999997
1880,0.33417600000000003,0.10627080000000001,0.0007539639780290556,0.0007539639780290556,0.712679575265459,0.19113179999999996
1881,0.3332079,0.10603030000000001,0.0007522576924198761,0.0007522576924198761,0.7133041848844471,0.1920999
1882,0.33222779999999996,0.10584669999999999,0.0007509550976679202,0.0007509550976679202,0.7139287945034353,0.19308000000000003
1883,0.33119,0.1056565,0.0007496056776144237,0.0007496056776144237,0.7145534041224234,0.1941178
1884,0.33022199999999996,0.1054682,0.0007482697375719768,0.0007482697375719768,0.7151780137414115,0.19508580000000003
1885,0.3292094,0.105395,0.0007477504024094323,0.0007477504024094323,0.7158026233603997,0.1960984
1886,0.3281983,0.10516789999999998,0.0007461391863518661,0.0007461391863518661,0.7164272329793878,0.1971095
1887,0.32720190000000005,0.1047312,0.0007430409122332438,0.0007430409122332438,0.717051842598376,0.19810589999999995
1888,0.32614699999999996,0.10433030000000001,0.0007401966299017677,0.0007401966299017677,0.7176764522173641,0.19916080000000003
1889,0.3252005,0.1038866,0.0007370486925845413,0.0007370486925845413,0.7183010618363522,0.2001073
1890,0.324176,0.10354080000000002,0.000734595330573505,0.000734595330573505,0.7189256714553404,0.20113179999999997
1891,0.3231476,0.10330009999999999,0.0007328876260157939,0.0007328876260157939,0.7195502810743285,0.2021602
1892,0.3221854,0.103047,0.0007310919466491273,0.0007310919466491273,0.7201748906933166,0.20312239999999998
1893,0.3212009,0.102677,0.0007284668918657744,0.0007284668918657744,0.7207995003123048,0.20410689999999998
1894,0.3201495,0.1022903,0.0007257233548800375,0.0007257233548800375,0.7214241099312929,0.20515830000000002
1895,0.31915240000000006,0.1017546,0.0007219227012383019,0.0007219227012383019,0.722048719550281,0.20615539999999993
1896,0.3181737,0.10124960000000001,0.0007183398561961579,0.0007183398561961579,0.7226733291692692,0.2071341
1897,0.3171683,0.10086669999999999,0.0007156232792325203,0.0007156232792325203,0.7232979387882573,0.20813949999999998
1898,0.31621409999999994,0.1003941,0.0007122703038524862,0.0007122703038524862,0.7239225484072455,0.20909370000000005
1899,0.31517690000000004,0.09999598,0.0007094457449055984,0.0007094457449055984,0.7245471580262336,0.21013089999999995
1900,0.31417,0.0996795,0.0007072004007492861,0.0007072004007492861,0.7251717676452217,0.2111378
1901,0.313161,0.09927333,0.0007043187291240038,0.0007043187291240038,0.7257963772642099,0.21214679999999997
1902,0.31217490000000003,0.09885974,0.0007013844145082011,0.0007013844145082011,0.726420986883198,0.21313289999999996
1903,0.3111825,0.09842167,0.0006982764205921377,0.0006982764205921377,0.7270455965021861,0.21412530000000002
1904,0.3101848,0.09803867,0.0006955591341542344,0.0006955591341542344,0.7276702061211742,0.215123
1905,0.3092063,0.09767812,0.0006930011246889968,0.0006930011246889968,0.7282948157401623,0.2161015
1906,0.3082134,0.09727139,0.0006901154800078261,0.0006901154800078261,0.7289194253591504,0.21709439999999997
1907,0.3072129,0.09682122,0.0006869216397056044,0.0006869216397056044,0.7295440349781386,0.21809489999999998
1908,0.3061693,0.09636108,0.0006836570648190854,0.0006836570648190854,0.7301686445971267,0.2191385
1909,0.305203,0.09602277,0.0006812568424305552,0.0006812568424305552,0.7307932542161149,0.2201048
